"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:00316411","GO:0031641","regulation of myelination","4/89","46/12463",0.000315358120849167,0.0101928249774463,0.00830482570130983,"93742/211323/19242/23966",4,4
"GO:00486632","GO:0048663","neuron fate commitment","4/89","48/12463",0.000371965410973757,0.0116078861010776,0.00945777750951421,"225207/18213/212712/211323",4,4
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","4/89","48/12463",0.000371965410973757,0.0116078861010776,0.00945777750951421,"18186/77569/320472/68732",4,4
"GO:00219541","GO:0021954","central nervous system neuron development","5/89","87/12463",0.000386634056512253,0.0118611464794437,0.00966412690764792,"18186/18028/13176/243743/268902",5,4
"GO:00512712","GO:0051271","negative regulation of cellular component movement","8/89","252/12463",0.000430190451620968,0.0129774119572325,0.0105736284687891,"18186/77569/52662/18795/211323/19242/19281/19272",8,4
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","5/89","90/12463",0.000452230919342145,0.0134186551476932,0.0109331409490655,"16590/18186/234267/319974/192167",5,4
"GO:00309003","GO:0030900","forebrain development","9/89","322/12463",0.000474872447897939,0.0138632117854076,0.0112953531325129,"18186/16842/212712/18028/18795/74762/211323/243743/268902",9,4
"GO:1904861","GO:1904861","excitatory synapse assembly","3/89","22/12463",0.000491398629778293,0.0141179606333129,0.011502915293557,"18213/19266/192167",3,4
"GO:0007422","GO:0007422","peripheral nervous system development","4/89","53/12463",0.000544780220857689,0.0153806261956891,0.0125316995057636,"93742/18213/211323/243743",4,4
"GO:0030048","GO:0030048","actin filament-based movement","5/89","94/12463",0.000552342929679443,0.0153806261956891,0.0125316995057636,"93742/77569/12293/109676/238161",5,4
"GO:19058091","GO:1905809","negative regulation of synapse organization","3/89","23/12463",0.000562199074522905,0.0154178837104009,0.0125620558757032,"74762/192167/19242",3,4
"GO:00074113","GO:0007411","axon guidance","7/89","203/12463",0.000611375148035277,0.0163730705145677,0.0133403150863096,"18186/18028/23964/12661/13176/243743/268902",7,4
"GO:00420632","GO:0042063","gliogenesis","8/89","266/12463",0.000615120881210278,0.0163730705145677,0.0133403150863096,"93742/16842/20678/18213/18028/211323/19242/23966",8,4
"GO:00974853","GO:0097485","neuron projection guidance","7/89","204/12463",0.000629476008781906,0.0165123416796413,0.0134537892952471,"18186/18028/23964/12661/13176/243743/268902",7,4
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","4/89","57/12463",0.000719111078697357,0.0184220645818441,0.0150097775394961,"18186/77569/320472/68732",4,4
"GO:00163391","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","3/89","25/12463",0.000722633472547475,0.0184220645818441,0.0150097775394961,"12563/320873/192167",3,4
"GO:00303362","GO:0030336","negative regulation of cell migration","7/89","212/12463",0.000790143655908552,0.0198633335721456,0.0161840827767234,"77569/52662/18795/211323/19242/19281/19272",7,4
"GO:00163583","GO:0016358","dendrite development","8/89","277/12463",0.000801669323144351,0.0198770065053599,0.0161952230962543,"13047/223254/18186/19266/211323/192167/331461/19242",8,4
"GO:0022011","GO:0022011","myelination in peripheral nervous system","3/89","27/12463",0.000909572736032309,0.0219510220295797,0.0178850723253511,"93742/18213/211323",3,4
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment","3/89","27/12463",0.000909572736032309,0.0219510220295797,0.0178850723253511,"93742/18213/211323",3,4
"GO:00215371","GO:0021537","telencephalon development","7/89","219/12463",0.000955937568638539,0.022766407884681,0.0185494256739971,"16842/18028/18795/74762/211323/243743/268902",7,4
"GO:20001462","GO:2000146","negative regulation of cell motility","7/89","221/12463",0.00100802204514993,0.0236950636587192,0.0193060681511286,"77569/52662/18795/211323/19242/19281/19272",7,4
"GO:00218721","GO:0021872","forebrain generation of neurons","4/89","64/12463",0.00111363014849301,0.0248238315799345,0.0202257563498042,"18186/16842/212712/268902",4,4
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","3/89","29/12463",0.00112461557433958,0.0248238315799345,0.0202257563498042,"18028/13176/243743",3,4
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","3/89","29/12463",0.00112461557433958,0.0248238315799345,0.0202257563498042,"18186/234267/192167",3,4
"GO:00717091","GO:0071709","membrane assembly","3/89","29/12463",0.00112461557433958,0.0248238315799345,0.0202257563498042,"19266/192167/331461",3,4
"GO:0097106","GO:0097106","postsynaptic density organization","3/89","29/12463",0.00112461557433958,0.0248238315799345,0.0202257563498042,"18213/19266/192167",3,4
"GO:0014044","GO:0014044","Schwann cell development","3/89","30/12463",0.00124315298893081,0.02678698702339,0.0218252799184469,"93742/18213/211323",3,4
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","3/89","30/12463",0.00124315298893081,0.02678698702339,0.0218252799184469,"12293/109676/238161",3,4
"GO:0031646","GO:0031646","positive regulation of nervous system process","4/89","68/12463",0.00139679814047737,0.0297435839325182,0.0242342315146601,"93742/211323/192167/23966",4,4
"GO:00991753","GO:0099175","regulation of postsynapse organization","5/89","116/12463",0.00142760702017242,0.0300461477501405,0.0244807519615858,"18213/19266/192167/331461/19242",5,4
"GO:00163111","GO:0016311","dephosphorylation","8/89","309/12463",0.00161514337031915,0.0336024080491685,0.0273782923389852,"72930/223254/19266/77771/320472/23859/19281/19272",8,4
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","3/89","33/12463",0.00164500001814639,0.0336341380216697,0.0274041450237623,"93742/23859/242274",3,4
"GO:00451652","GO:0045165","cell fate commitment","6/89","177/12463",0.0016538333060379,0.0336341380216697,0.0274041450237623,"225207/20678/18213/212712/211323/23966",6,4
"GO:00507733","GO:0050773","regulation of dendrite development","6/89","179/12463",0.00175093720566548,0.0352132926917168,0.0286907956156413,"13047/19266/211323/192167/331461/19242",6,4
"GO:00486752","GO:0048675","axon extension","5/89","122/12463",0.0017844398479782,0.035313401670437,0.0287723615820193,"18186/18213/319974/211323/243743",5,4
"GO:0014037","GO:0014037","Schwann cell differentiation","3/89","34/12463",0.00179493533352497,0.035313401670437,0.0287723615820193,"93742/18213/211323",3,4
"GO:00329701","GO:0032970","regulation of actin filament-based process","8/89","321/12463",0.00205120825560158,0.0399213649746114,0.0325267998426465,"18186/93742/77569/18213/109676/320472/68732/238161",8,4
"GO:00440911","GO:0044091","membrane biogenesis","3/89","36/12463",0.00211977032506659,0.0407945716434323,0.0332382639560621,"19266/192167/331461",3,4
"GO:00507702","GO:0050770","regulation of axonogenesis","6/89","187/12463",0.00218333520758154,0.0407945716434323,0.0332382639560621,"18186/18213/24001/211323/243743/268902",6,4
"GO:00484862","GO:0048486","parasympathetic nervous system development","2/89","10/12463",0.00218622842509002,0.0407945716434323,0.0332382639560621,"18186/243743",2,4
"GO:2000347","GO:2000347","positive regulation of hepatocyte proliferation","2/89","10/12463",0.00218622842509002,0.0407945716434323,0.0332382639560621,"16438/19242",2,4
"GO:00509193","GO:0050919","negative chemotaxis","3/89","37/12463",0.00229498216766771,0.0423869155456995,0.0345356607615731,"211323/243743/268902",3,4
"GO:00197222","GO:0019722","calcium-mediated signaling","5/89","130/12463",0.00235689636684238,0.0430907315554011,0.035109110153601,"16438/109676/23964/211323/238161",5,4
"GO:00301552","GO:0030155","regulation of cell adhesion","10/89","486/12463",0.00238374956744545,0.0431458671707626,0.0351540330946429,"18186/16842/23965/77569/14924/68732/74762/19242/243743/269152",10,4
"GO:00986602","GO:0098660","inorganic ion transmembrane transport","10/89","493/12463",0.00264406970317829,0.0456212431872546,0.037170899508778,"14395/140493/12294/226922/16438/12293/109676/110862/18795/238161",10,4
"GO:0070886","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","2/89","11/12463",0.00265967224546381,0.0456212431872546,0.037170899508778,"211323/238161",2,4
"GO:0106058","GO:0106058","positive regulation of calcineurin-mediated signaling","2/89","11/12463",0.00265967224546381,0.0456212431872546,0.037170899508778,"211323/238161",2,4
"GO:19022872","GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","2/89","11/12463",0.00265967224546381,0.0456212431872546,0.037170899508778,"18186/243743",2,4
"GO:0001941","GO:0001941","postsynaptic membrane organization","3/89","39/12463",0.00267174131372872,0.0456212431872546,0.037170899508778,"243499/192167/19242",3,4
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","3/89","39/12463",0.00267174131372872,0.0456212431872546,0.037170899508778,"16590/56224/268902",3,4
"GO:0051492","GO:0051492","regulation of stress fiber assembly","4/89","82/12463",0.00278126357029024,0.0470475426376199,0.0383330079879648,"18186/77569/320472/68732",4,4
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","3/89","40/12463",0.00287357414657032,0.0473555222255469,0.0385839410514633,"93742/23859/242274",3,4
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","3/89","40/12463",0.00287357414657032,0.0473555222255469,0.0385839410514633,"93742/23859/242274",3,4
"GO:00440573","GO:0044057","regulation of system process","9/89","417/12463",0.00287795991425976,0.0473555222255469,0.0385839410514633,"16590/93742/12293/109676/21676/211323/192167/238161/23966",9,4
"GO:00074232","GO:0007423","sensory organ development","9/89","419/12463",0.00297122357332097,0.04831972637869,0.039369547343149,"13047/18186/16842/140919/234267/23965/18213/330409/19242",9,4
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","4/89","84/12463",0.00303524946253074,0.04831972637869,0.039369547343149,"16438/12293/109676/238161",4,4
"GO:00219551","GO:0021955","central nervous system neuron axonogenesis","3/89","41/12463",0.00308455900561925,0.04831972637869,0.039369547343149,"18028/13176/243743",3,4
"GO:00718051","GO:0071805","potassium ion transmembrane transport","5/89","139/12463",0.00314916083150263,0.04831972637869,0.039369547343149,"140493/226922/109676/110862/238161",5,4
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","2/89","12/12463",0.00317682178953819,0.04831972637869,0.039369547343149,"73086/18795",2,4
"GO:00716791","GO:0071679","commissural neuron axon guidance","2/89","12/12463",0.00317682178953819,0.04831972637869,0.039369547343149,"18186/18028",2,4
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","2/89","12/12463",0.00317682178953819,0.04831972637869,0.039369547343149,"243499/192167",2,4
"GO:19022852","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","2/89","12/12463",0.00317682178953819,0.04831972637869,0.039369547343149,"18186/243743",2,4
"GO:19048891","GO:1904889","regulation of excitatory synapse assembly","2/89","12/12463",0.00317682178953819,0.04831972637869,0.039369547343149,"18213/19266",2,4
"GO:00615644","GO:0061564","axon development","87/682","445/12463",2.27802594658032e-26,9.39230097775065e-23,8.02344717606078e-23,"14025/11858/11820/319504/15228/20354/54713/12934/22422/11658/19876/17756/12558/20562/18186/13838/18845/12167/13841/18124/67299/20348/20346/70433/233781/14168/58235/330938/114873/16392/18213/269116/67095/11735/171171/72832/21375/18205/18028/80883/214968/13395/13839/217692/13175/93691/13508/12801/23964/241568/18750/229791/75847/13837/58208/19280/13840/20564/108699/319974/24001/13176/211323/108655/12552/22253/545156/13640/14042/223255/21367/382253/23945/20360/17762/19242/67263/14083/76499/12043/17967/117606/243743/268902/105689/210801/18992",87,5
"GO:00508084","GO:0050808","synapse organization","82/682","406/12463",7.23410063207519e-26,1.18405036509006e-22,1.01148436156385e-22,"20370/13004/12323/11820/17260/14401/14394/319504/11418/20354/22422/12558/108100/223254/20450/18186/29819/13838/327814/13841/13602/29867/11441/14735/14168/234267/58235/54725/17999/64085/18708/319387/18213/14402/18013/210933/269116/70530/11735/241514/171171/81907/19266/80883/18027/13839/217692/238205/241568/18750/13837/110893/380702/234214/19280/103967/74762/211323/243499/192167/56747/545156/13640/23888/331461/104156/22249/13048/21367/382253/50791/319613/12564/14804/99633/17762/19242/108071/14083/235086/110891/72289",82,5
"GO:00074094","GO:0007409","axonogenesis","82/682","407/12463",8.61545257159882e-26,1.18405036509006e-22,1.01148436156385e-22,"14025/11858/11820/319504/15228/20354/54713/12934/22422/11658/19876/17756/12558/20562/18186/13838/18845/12167/13841/18124/67299/20348/20346/70433/14168/58235/330938/114873/16392/18213/269116/67095/11735/171171/21375/18205/18028/80883/214968/13395/13839/217692/13175/93691/13508/23964/241568/18750/229791/75847/13837/58208/19280/13840/20564/108699/319974/24001/13176/211323/108655/12552/22253/545156/13640/14042/21367/382253/23945/20360/17762/67263/14083/76499/12043/17967/117606/243743/268902/105689/210801/18992",82,5
"GO:00987424","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","45/682","143/12463",8.79262791999121e-23,9.06300122853094e-20,7.74214026849752e-20,"319504/11658/58998/19876/12558/13602/14735/23965/58235/54725/114873/64085/74769/319387/12563/320865/320873/171171/19266/80883/238205/13508/23964/12484/241568/279653/13837/19280/74762/192167/215654/12552/13640/23888/331461/270120/50791/12564/14804/23966/19281/235086/268902/12554/210801",45,5
"GO:00074114","GO:0007411","axon guidance","53/682","203/12463",2.26821387801134e-22,1.87036916380815e-19,1.59777760754231e-19,"11820/319504/15228/20354/54713/12934/22422/11658/19876/20562/18186/13838/18845/12167/13841/18124/20348/20346/70433/58235/114873/16392/269116/11735/21375/18205/18028/214968/13395/13839/93691/13508/23964/75847/13837/58208/13840/20564/108699/13176/108655/22253/13640/14042/21367/20360/67263/17967/117606/243743/268902/105689/210801",53,5
"GO:00974854","GO:0097485","neuron projection guidance","53/682","204/12463",2.91056664844374e-22,2.00004438192225e-19,1.70855368520925e-19,"11820/319504/15228/20354/54713/12934/22422/11658/19876/20562/18186/13838/18845/12167/13841/18124/20348/20346/70433/58235/114873/16392/269116/11735/21375/18205/18028/214968/13395/13839/93691/13508/23964/75847/13837/58208/13840/20564/108699/13176/108655/22253/13640/14042/21367/20360/67263/17967/117606/243743/268902/105689/210801",53,5
"GO:00508034","GO:0050803","regulation of synapse structure or activity","57/682","242/12463",1.3613382483602e-21,8.01828228284156e-19,6.84968087069657e-19,"13004/12323/11820/17260/319504/11418/20354/12558/108100/223254/20450/29819/13838/327814/13841/13602/140919/11441/14735/234267/58235/17999/64085/18708/319387/18213/18013/210933/70530/241514/171171/19266/217692/238205/18750/380702/234214/19280/103967/74762/243499/192167/545156/13640/23888/331461/104156/13048/382253/50791/319613/12564/14804/99633/19242/14083/72289",57,5
